Iter;Param[0];Param[1];Param[2];Param[3];Param[4];Function
0;0.1374941666;0.117537693;0.1061418202;0.1111992229;0.1285616143;1
1;0.1170563124;0.06220660126;0;0.03471825955;0.09529073475;131.5287945
2;0.1353467545;0.1117240371;0.09498946434;0.103163343;0.1250658321;1.100282652
3;0.1364666623;0.1147559465;0.1008055864;0.1073541758;0.1268889353;0.1328268742
4;0.08104940227;0.1260959883;0.1721702717;0.01614395798;0;239.9336293
5;0.1309249363;0.1158899507;0.1079420549;0.098233154;0.1142000418;0.4630937587
6;0.1344678412;0.1151649655;0.1033796083;0.1040643539;0.1223122332;0.02317482041
7;0;0.007309536025;0.1437932725;0.1824511602;0.01706028495;314.7800285
8;0.1210210571;0.1043794226;0.1074209747;0.1119030346;0.1117870384;1.211414787
9;0.1329192901;0.1139228869;0.1038450179;0.1049670677;0.1211001366;0.006528606059
10;0.09622844774;0.1937306078;0.03220009807;0.2019719482;1.387778781e-17;972.3679543
11;0.1292502059;0.121903659;0.0966805259;0.1146675557;0.108990123;4.266751644
12;0.1325523817;0.1147209641;0.1031285687;0.1059371165;0.1198891353;0.001118087157
13;0;0.1886181093;0.08234554843;0.08897013094;0.1823117759;394.6259449
14;0.1192971435;0.1221106786;0.1010502667;0.1042404179;0.1261313993;2.770298512
15;0.1312268579;0.1154599355;0.1029207385;0.1057674466;0.1205133617;0.003162176127
16;0.1321601869;0.1149396103;0.1030670761;0.1058869147;0.1200738308;0.001143569682
17;0.132376866;0.114818813;0.1031010494;0.1059146501;0.1199717906;0.001069277555
18;0.1324756111;0.1150572939;0.1026221281;0.1063084195;0.1199586206;1.33532071e-07
19;0.1324737829;0.1150538312;0.1026223209;0.1063091128;0.1199634494;1.438359548e-10
20;0.1324738;0.1150537304;0.1026223226;0.1063091532;0.1199634685;9.337824055e-11
21;0.1324733799;0.1150508493;0.1026163177;0.1063046256;0.1199610176;1.050817028e-06
22;0.132473758;0.1150534423;0.1026217221;0.1063087005;0.1199632234;1.059445924e-08
23;0.1324738;0.1150537304;0.1026223226;0.1063091532;0.1199634685;9.337824055e-11
