Iter;Param[0];Param[1];Param[2];Param[3];Param[4];Function
0;0.1406138064;0.11629855;0.1045185251;0.1089494024;0.1294249382;1
1;0.09518437439;0.1533803088;0.369137611;0.3369598919;0.2042885809;4848.467393
2;0.1360708632;0.1200067259;0.1309804337;0.1317504514;0.1369113024;43.64160734
3;0.1401020982;0.1167162317;0.1074991431;0.1115176682;0.1302681877;0.2399342935
4;0.03772346898;0;0.08699026823;0.2032459373;0.1921845959;340.7040596
5;0.1298642352;0.1050446085;0.1054482556;0.1206904951;0.1364598285;3.270815809
6;0.1381367505;0.1144756472;0.1071054372;0.1132785624;0.1314567879;0.05076573696
7;0;0.1610530482;0.1194737851;0.06482175696;0.1809653726;200.7463254
8;0.1243230755;0.1191333873;0.108342272;0.1084328819;0.1364076464;0.6087292552
9;0.1350847405;0.1155047339;0.107378705;0.1122079519;0.1325506366;0.00666092586
10;0.1047768494;0.2496308401;0;0.1751270838;0.2605270176;909.324301
11;0.1320539513;0.1289173446;0.09664083446;0.1184998651;0.1453482747;5.531953388
12;0.1347816615;0.116845995;0.1063049179;0.1128371432;0.1338304004;0.01395321979
13;0.1349702177;0.1160115487;0.1069729591;0.1124457009;0.1330342137;0.003505781568
14;0.06825995555;0.1740940604;0.05633088961;0.1928387025;0;664.5626808
15;0.1282991915;0.1218197999;0.1019087521;0.1204850011;0.1197307924;2.875681864
16;0.1343031151;0.1165923738;0.1064665384;0.1132496309;0.1317038716;0.009810763216
17;0.1348989457;0.116073603;0.106918854;0.1125315914;0.1328920824;0.003465309215
18;0.1346637954;0.116088022;0.1071884881;0.1126369363;0.1330273641;1.710789996e-05
19;0.1346695033;0.1160894681;0.1071801205;0.1126291649;0.1330252807;1.219721631e-05
20;0.1346695141;0.1160895236;0.1071801016;0.1126291788;0.1330252956;1.219717991e-05
21;0.1346762653;0.1161081778;0.1071905207;0.1126281972;0.1330226476;2.665306245e-05
22;0.1346701892;0.116091389;0.1071811435;0.1126290807;0.1330250308;1.234167621e-05
23;0.1346695816;0.1160897102;0.1071802058;0.112629169;0.1330252692;1.21986192e-05
24;0.1346695141;0.1160895236;0.1071801016;0.1126291788;0.1330252956;1.219717991e-05
