Iter;Param[0];Param[1];Param[2];Param[3];Param[4];Function
0;0.1410923414;0.1178120427;0.1032027091;0.10563797;0.1226745593;1
1;0.1232636635;0.06394213256;-1.387778781e-17;0.03662798227;0.0969737627;131.0853922
2;0.1392437773;0.1122265484;0.09250215027;0.09848267882;0.1200097757;0.8138962875
3;0.0831243373;0.1117821355;0.1695079506;0.001940083915;0;127.0603483
4;0.1336318333;0.1121821071;0.1002027303;0.08882841933;0.1080087982;1.092682901
5;0.1373709276;0.1122117172;0.09507203148;0.09526080463;0.1160047415;0.7337390075
6;-2.775557562e-17;0.001191292292;0.1383244127;0.1739845752;0.001996008861;152.8599954
7;0.1236338348;0.1011096747;0.0993972696;0.1031331817;0.1046038682;1.642220192
8;0.1357769677;0.1109235109;0.09557390301;0.09617426231;0.1146818608;0.7184013084
9;0.08886152342;0.1814935767;0.04159790618;0.1708819249;0;251.1970982
10;0.1310854233;0.1179805174;0.09017630333;0.1036450286;0.1032136748;1.507027908
11;0.1353078133;0.1116292115;0.09503414305;0.09692133894;0.1135350422;0.7124660387
12;0;0.1788474782;0.08404973447;0.07623474298;0.1850750596;121.2958842
13;0.121777032;0.1183510382;0.09393570219;0.09485267934;0.120689044;1.501257236
14;0.1339547352;0.1123013942;0.09492429896;0.09671447298;0.1142504424;0.706619587
15;0.1850050642;0.1463713914;0.1596994412;0.1610582403;0.1280594345;167.8655421
16;0.1390597681;0.1157083939;0.1014018132;0.1031488497;0.1156313416;0.1692897431
17;0.1360303294;0.114775772;0.09945586315;0.1008348245;0.114913921;0.0003576306419
18;0.1361122651;0.1149666718;0.09943866805;0.1008171174;0.1152320253;5.446007257e-06
19;0.1360759102;0.1150178833;0.09941902985;0.1008246184;0.1152364717;3.766990509e-07
20;0.1360655199;0.1150303677;0.09940976679;0.1008319545;0.1152318933;5.816660428e-08
21;0.1360648059;0.1150316887;0.09940761092;0.1008347315;0.115229555;4.061888967e-08
22;0.1360650471;0.1150315331;0.09940745747;0.1008351167;0.1152292329;4.019877704e-08
23;0.1360650858;0.1150314997;0.09940746798;0.1008351249;0.1152292258;4.019646828e-08
24;0.1360664733;0.1150314037;0.09941368394;0.1008381512;0.1152307277;7.223208487e-07
25;0.1360652246;0.1150314901;0.09940808957;0.1008354275;0.115229376;4.701338492e-08
26;0.1360650858;0.1150314997;0.09940746798;0.1008351249;0.1152292258;4.019646828e-08
