Iter;Param[0];Param[1];Param[2];Param[3];Param[4];Function
0;0.1692299432;0.1456463335;0.137431517;0.1454564934;0.1688349847;1
1;0.209385597;0.3191838258;0.4631874221;0.3261384851;0.2135724132;2498.382566
2;0.1732455085;0.1630000827;0.1700071075;0.1635246925;0.1733087275;13.71235318
3;0.1700688607;0.1492718166;0.1442370927;0.1492312368;0.169769623;0.01837001696
4;0.2172004945;0.1538331824;0;0.3884119679;0.3697350027;400.7746812
5;0.1747820241;0.1497279532;0.1298133834;0.1731493099;0.189766161;3.293707191
6;0.170540177;0.1493174302;0.1427947217;0.1516230441;0.1717692768;0.009642177737
7;0.3153742488;0.4366619079;0;0.06956115936;0.3698733789;533.7075414
8;0.1850235842;0.178051878;0.1285152496;0.1434168556;0.191579687;5.608761771
9;0.1719885177;0.152190875;0.1413667745;0.1508024253;0.1737503178;0.03735833389
10;0.1708163705;0.1498653861;0.1425224172;0.151466555;0.1721470544;0.008108842336
11;0.06157642468;0.1347740895;0.2027530353;0.01400052469;0.4631874221;124.4699809
12;0.159892376;0.1483562565;0.148545479;0.1377199519;0.2012510912;1.057763185
13;0.1697239711;0.1497144732;0.1431247234;0.1500918947;0.1750574581;0.01498621292
14;0.1706178176;0.1498379564;0.1426318915;0.1512166987;0.1726760451;0.007768973157
15;0.2315648659;0.1141274794;0.1607221298;0.1362260148;0.188757009;9.474754165
16;0.1767125224;0.1462669087;0.1444409153;0.1497176303;0.1742841415;0.06004315599
17;0.1712272881;0.1494808516;0.1428127939;0.1510667919;0.1728368548;0.008149008312
18;0.1707153333;0.1497808194;0.142660836;0.1511927135;0.1727017748;0.007754654538
19;0.1701592603;0.1502323641;0.1453244832;0.1490789771;0.1704750285;0.02963012698
20;0.1705391448;0.1499238887;0.1435047972;0.1505229884;0.1719962431;0.001733654246
21;0.1705290423;0.1499248588;0.1435069368;0.1504919249;0.172003821;0.001730236624
22;0.1705287286;0.1499253021;0.1435070519;0.1504915998;0.1720055761;0.001730232369
23;0.1705287244;0.1499252936;0.1435070697;0.1504915729;0.172005661;0.00173023236
24;0.1705292234;0.1499247725;0.1435060168;0.1504907928;0.1720058076;0.001730254515
25;0.1705287743;0.1499252415;0.1435069644;0.1504914949;0.1720056756;0.00173023258
26;0.1705287244;0.1499252936;0.1435070697;0.1504915729;0.172005661;0.00173023236
